Time,Tamb_top,Tamb_mid,Tamb_bot,Tamb_ave,Tout_charge,Tin_charge,Tbot_m,Tmid_m,Ttop_m,flowrate,mass_flowrate_charge,Ttop_s,Tmid_s,Tbot_s
19.01.2021 06:23:31.000 PM,22.12,18.19,14.85,18.39,39.46,39.85,40.03,40.08,40.25,0.998979911,0.28,39.6,39.6,39.6
19.01.2021 06:24:31.000 PM,22.11,18.12,14.82,18.35,39.5,39.81,40.02,40.1,40.23,1.002508609,0.28,39.6,39.6,39.6
19.01.2021 06:25:31.000 PM,22.12,18.09,14.82,18.35,39.49,39.79,40.02,40.13,40.22,0.990233333,0.28,39.6,39.6,39.6
19.01.2021 06:26:31.000 PM,22.14,18.1,14.82,18.35,39.48,39.87,40.02,40.12,40.19,0.991526329,0.28,39.6,39.6,39.6
19.01.2021 06:27:31.000 PM,22.16,18.14,14.82,18.38,39.46,39.88,40.02,40.11,40.22,1.009550294,0.28,39.6,39.6,39.6
19.01.2021 06:28:31.000 PM,22.17,18.16,14.85,18.39,39.49,39.88,40.03,40.09,40.22,1.000509028,0.28,39.6,39.6,39.6
19.01.2021 06:29:31.000 PM,22.19,18.16,14.85,18.4,39.51,39.79,40.04,40.13,40.2,0.997924811,0.28,39.6,39.6,39.6
19.01.2021 06:30:31.000 PM,22.22,18.19,14.84,18.41,39.51,39.74,40.02,40.14,40.2,1.007602564,0.28,39.6,39.6,39.6
19.01.2021 06:31:31.000 PM,22.22,18.2,14.87,18.43,39.51,39.85,40.04,40.11,40.22,1.00374181,0.28,39.6,39.6,39.6
19.01.2021 06:32:31.000 PM,22.23,18.19,14.88,18.43,39.51,39.89,40.04,40.12,40.2,0.987559848,0.28,39.6,39.6,39.6
19.01.2021 06:33:31.000 PM,22.23,18.21,14.84,18.43,39.51,39.86,40.02,40.1,40.21,0.999291498,0.28,39.6,39.6,39.6
